,airline_id,flight_number,departure_datetime,arrival_datetime,departure_time,arrival_time,booking_code,passenger_name,seat_number,class,fare,extras,loyalty_pts,status,gate,terminal,baggage_claim,duration_hrs,layovers,layover_locations,aircraft_type,pilot,cabin_crew,inflight_entertainment,meal_option,wifi,window_seat,aisle_seat,emergency_exit_row,total_stops,reward_program_member,airline_name
6387,7,2235,2023-08-11 11:46:55,2023-07-23 05:39:36,06:28:18,12:25:18,BPPW,Hyteg,PAL,business,427.58,Extra Baggage,4094,pending,GateHS,A,ClaimJWZ,9.87,1,PZS,TypeJOW,Pilot_UCON,Crew_RCDG,No,Vegan,Not Available,False,False,True,0,False,Spirit Airlines
6388,18,4967,2023-04-25 04:03:07,2023-01-06 04:45:07,11:38:13,02:26:42,BXIS,Jpetx,NGT,first,408.79,Meal,1435,pending,GateVB,A,ClaimEMO,6.66,0,ITH,TypePSH,Pilot_PJCY,Crew_FTCU,Yes,Vegetarian,Not Available,False,True,False,1,False,Emirates
6389,14,9325,2023-04-06 02:44:31,2023-01-12 06:32:09,11:46:51,02:07:25,BHSA,Kvrtm,BML,business,803.65,Meal,0,pending,GateDX,D,ClaimHTA,3.84,0,DNR,TypePPP,Pilot_AFWH,Crew_LJOY,No,Non-Vegetarian,Not Available,True,False,False,2,False,Lufthansa
6390,8,5785,2023-06-26 06:05:34,2023-12-12 19:26:40,15:05:15,10:16:23,BMMD,Slrof,SBI,first,663.96,No Extras,0,pending,GateTC,A,ClaimBSX,7.82,1,GAU,TypeRXL,Pilot_FNBW,Crew_WXZA,Yes,Vegan,Available,False,True,False,1,True,Frontier Airlines
6391,14,7125,2023-04-11 03:16:41,2023-07-18 20:43:34,05:48:52,00:30:38,BWYJ,Jqjdh,ODO,economy,888.2,Extra Baggage,0,confirmed,GateEH,B,ClaimXXK,5.74,0,UBZ,TypeEUB,Pilot_AGDA,Crew_PKUD,Yes,Vegetarian,Available,True,True,True,1,True,Lufthansa
6392,5,7634,2023-05-29 19:47:17,2023-10-02 03:45:14,10:33:26,10:40:16,BWZK,Esrpv,NQE,economy,73.64,Extra Baggage,4111,pending,GateYY,D,ClaimRTS,9.6,2,VFM,TypeHLF,Pilot_IQRY,Crew_TCEE,Yes,Vegetarian,Not Available,True,True,False,0,True,JetBlue Airways
6393,9,6968,2023-03-14 02:04:20,2023-06-20 21:43:07,15:44:28,20:03:40,BNEM,Dghoi,MGA,first,207.91,Extra Baggage,0,cancelled,GateVN,C,ClaimTXK,6.5,1,OQE,TypeRNI,Pilot_KYFB,Crew_MCIT,No,Non-Vegetarian,Available,True,False,True,0,True,Hawaiian Airlines
6394,8,1840,2023-04-14 01:21:25,2023-03-15 14:12:25,21:52:12,07:24:31,BOQP,Gitag,MDM,business,861.13,Meal,0,confirmed,GateHN,D,ClaimXUB,5.51,1,GUK,TypeFDY,Pilot_OMBJ,Crew_DHNP,Yes,Vegan,Available,False,False,True,2,False,Frontier Airlines
6395,2,6083,2023-07-10 21:02:33,2023-06-29 20:46:43,00:15:39,17:27:29,BALY,Bojip,MYC,first,962.48,No Extras,0,confirmed,GateVZ,B,ClaimTDU,4.16,1,ZTF,TypeERG,Pilot_JKVO,Crew_FEDV,No,Vegetarian,Available,True,True,True,0,False,Delta Air Lines
6396,16,2461,2023-02-21 09:59:02,2023-07-30 05:09:04,03:14:11,20:08:00,BTSU,Fylhi,HXI,business,330.08,No Extras,3448,cancelled,GateEO,A,ClaimSFH,10.93,0,FNL,TypeCFS,Pilot_KFAJ,Crew_VOIO,Yes,Vegan,Not Available,True,True,True,2,True,KLM Royal Dutch Airlines
6397,13,5934,2023-10-25 21:35:02,2023-05-29 13:15:46,02:34:45,15:40:47,BWGE,Gnkls,GEZ,economy,84.85,No Extras,0,confirmed,GateCO,A,ClaimYMW,8.35,0,VPA,TypeCGZ,Pilot_CAAD,Crew_OFNU,Yes,Vegan,Not Available,False,True,False,2,False,British Airways
6398,7,4472,2023-06-04 09:26:01,2023-09-09 15:49:58,20:10:26,14:38:45,BHUZ,Jusmc,DVC,economy,60.4,No Extras,0,pending,GateIP,B,ClaimDEF,2.5,1,FUF,TypeOXW,Pilot_DRNK,Crew_GYYD,No,Non-Vegetarian,Available,False,True,True,0,False,Spirit Airlines
6399,16,8163,2023-11-03 13:56:45,2023-01-24 13:38:34,14:44:53,11:13:02,BDNF,Wpveu,HDK,economy,77.49,No Extras,4033,confirmed,GateGZ,B,ClaimRRG,3.6,0,LXW,TypeNJD,Pilot_TZER,Crew_UIOD,Yes,No Meal,Available,False,False,True,1,False,KLM Royal Dutch Airlines
6400,7,7575,2023-01-26 02:19:53,2023-12-08 04:33:38,07:31:17,11:22:33,BSDX,Hante,JBU,first,675.99,Meal,0,confirmed,GateYP,B,ClaimQJI,3.58,0,SSO,TypeIYF,Pilot_BJQY,Crew_ICXT,No,No Meal,Not Available,False,True,True,2,False,Spirit Airlines
6401,14,5843,2023-08-05 00:02:00,2023-09-03 23:34:08,19:24:58,06:32:16,BZJS,Ypayv,NHF,business,289.11,Meal,0,pending,GateLK,B,ClaimTKA,5.89,2,GAL,TypeCJG,Pilot_FVDO,Crew_YBOI,No,Vegan,Available,False,True,True,0,False,Lufthansa
6402,14,8739,2023-09-21 22:09:09,2023-07-26 09:31:34,13:17:14,01:43:02,BJMC,Cckkt,YVC,economy,402.21,No Extras,0,confirmed,GateDW,C,ClaimMJE,1.02,2,ZLB,TypeEZC,Pilot_BJGB,Crew_XPIX,Yes,Vegetarian,Available,False,True,True,1,True,Lufthansa
6403,12,3509,2023-08-26 09:42:47,2023-06-04 23:26:31,14:03:33,18:20:08,BVHJ,Elyfu,QJX,first,402.27,Meal,0,pending,GateVB,C,ClaimGUG,9.72,1,JBC,TypeUSK,Pilot_ZSKN,Crew_GFRP,Yes,No Meal,Available,False,False,True,0,True,Air Canada
6404,1,7022,2023-09-29 04:17:05,2023-07-28 09:43:58,16:35:57,07:08:52,BBAJ,Pfvij,OHG,business,285.42,Meal,0,cancelled,GateFX,C,ClaimCMA,2.94,1,XVH,TypeBMM,Pilot_YJBA,Crew_AZLI,Yes,Non-Vegetarian,Not Available,False,True,True,0,True,American Airlines
6405,1,3038,2023-12-04 12:52:55,2023-08-13 20:36:36,12:25:33,04:31:24,BMAW,Wnogt,GMD,economy,220.89,Extra Baggage,0,cancelled,GateRC,A,ClaimUPE,4.71,1,QLF,TypeLMG,Pilot_VJYE,Crew_LTDG,Yes,Vegetarian,Available,True,False,False,0,False,American Airlines
6406,12,2850,2023-07-02 15:23:36,2023-02-08 15:21:57,06:45:19,02:52:55,BBYJ,Eghvx,RGC,economy,546.17,No Extras,1507,confirmed,GateQL,A,ClaimVZH,3.65,1,CGY,TypeOQL,Pilot_OVIM,Crew_GZDJ,Yes,No Meal,Available,True,True,False,2,True,Air Canada
6407,15,8432,2023-12-25 08:18:59,2023-05-18 16:43:41,07:09:46,16:19:31,BDGE,Nyoqt,NAA,economy,114.98,Meal,0,cancelled,GatePH,A,ClaimQPL,4.9,2,MIB,TypeJXI,Pilot_XECS,Crew_ADAP,Yes,Vegan,Available,True,True,True,0,False,Air France
6408,4,9926,2023-05-03 17:06:22,2023-05-02 23:04:50,05:28:02,13:31:49,BUPG,Piukd,PNZ,economy,485.02,Extra Baggage,1240,confirmed,GateAO,A,ClaimTIB,6.48,0,HYP,TypePVU,Pilot_VBAP,Crew_SWLT,No,No Meal,Available,True,False,False,1,False,Southwest Airlines
6409,7,3453,2023-04-17 23:31:00,2023-01-15 18:16:45,18:49:11,18:04:19,BITY,Ybboh,HWA,first,448.55,Meal,0,pending,GateTI,B,ClaimXYI,4.69,0,LHM,TypeITR,Pilot_IJTS,Crew_LPKA,Yes,No Meal,Not Available,True,False,False,2,True,Spirit Airlines
6410,16,4016,2023-07-30 21:19:13,2023-07-15 16:10:12,01:44:35,07:19:59,BIKX,Phevk,DDD,economy,326.07,Meal,4366,cancelled,GateXC,B,ClaimJDM,4.43,0,AWK,TypeOTF,Pilot_WANL,Crew_ARES,Yes,Non-Vegetarian,Not Available,True,True,True,2,False,KLM Royal Dutch Airlines
6411,3,7625,2023-06-24 17:10:28,2023-07-29 18:01:22,17:06:34,15:30:12,BQZK,Ehpff,OPJ,economy,128.0,Extra Baggage,0,confirmed,GateCW,C,ClaimMBG,8.23,2,UHS,TypeGHG,Pilot_ABTU,Crew_TMIL,No,Vegetarian,Not Available,True,False,False,1,False,United Airlines
6412,7,8404,2023-03-13 11:43:20,2023-11-11 05:21:48,12:09:51,05:47:19,BISH,Grycy,VDN,first,673.95,Meal,4437,cancelled,GateSJ,C,ClaimGPD,4.73,0,NVX,TypeIHZ,Pilot_QWEL,Crew_HBBR,Yes,Vegetarian,Available,True,False,True,0,True,Spirit Airlines
6413,6,5003,2023-02-09 01:28:03,2023-02-17 14:18:25,19:32:33,15:15:31,BEFS,Zunqj,MBA,economy,622.12,No Extras,1829,cancelled,GateIJ,D,ClaimQVC,4.08,0,MES,TypeRRV,Pilot_JWAO,Crew_TRYD,No,Non-Vegetarian,Not Available,True,False,False,2,True,Alaska Airlines
6414,16,3313,2023-02-06 21:27:37,2023-04-02 16:47:57,05:41:26,06:36:28,BKWB,Ptvsl,PVP,economy,755.08,No Extras,0,cancelled,GateGH,D,ClaimBZM,11.6,0,XTL,TypeEKD,Pilot_MCHH,Crew_HEFU,No,Vegetarian,Not Available,False,False,True,0,False,KLM Royal Dutch Airlines
6415,8,5623,2023-12-18 19:01:06,2023-12-25 15:16:38,03:33:30,03:20:06,BCBM,Vnkaz,VGW,first,555.52,No Extras,0,confirmed,GateOF,A,ClaimTSX,6.35,2,GAC,TypeYDI,Pilot_CFQL,Crew_HDCN,No,Non-Vegetarian,Available,False,False,True,0,False,Frontier Airlines
6416,6,4163,2023-07-02 18:27:57,2023-08-09 02:45:45,13:43:22,02:36:05,BKYK,Jyykd,HDN,first,535.36,Extra Baggage,2430,cancelled,GateJC,B,ClaimQUF,3.35,0,NTW,TypeDWY,Pilot_BTMS,Crew_LIOS,Yes,Non-Vegetarian,Not Available,True,True,False,0,False,Alaska Airlines
6417,10,8186,2023-06-13 14:56:22,2023-04-08 17:53:46,04:10:27,14:55:28,BMSX,Rkhgq,KYQ,business,281.79,Extra Baggage,0,cancelled,GateBR,A,ClaimEES,1.57,1,TKH,TypeNNG,Pilot_FRYF,Crew_LOZY,No,Non-Vegetarian,Available,True,False,False,2,False,Allegiant Air
6418,16,8015,2023-01-06 05:53:27,2023-02-11 23:18:14,08:25:35,17:27:58,BVMA,Fjlub,AQB,economy,427.92,Extra Baggage,0,pending,GateIN,D,ClaimDZB,3.86,0,PJP,TypeUDS,Pilot_JOSU,Crew_VUAY,Yes,Vegan,Available,True,True,True,2,True,KLM Royal Dutch Airlines
6419,11,8782,2023-10-17 18:02:20,2023-04-19 22:06:35,20:16:05,01:40:56,BMFH,Mmevz,RCX,economy,559.28,Meal,1715,pending,GateLN,D,ClaimZHQ,5.47,0,KXC,TypeGAI,Pilot_ONSI,Crew_ARMR,No,Vegan,Available,True,False,True,1,False,SkyWest Airlines
6420,13,6214,2023-04-21 23:57:48,2023-07-11 13:48:23,23:21:27,12:34:36,BZSW,Fprqt,UMQ,business,119.7,Meal,661,cancelled,GateVA,B,ClaimWJF,4.0,0,TEV,TypeEEG,Pilot_JLJX,Crew_QVSQ,Yes,Vegetarian,Not Available,False,True,True,2,True,British Airways
6421,6,9621,2023-06-17 15:23:53,2023-08-21 14:43:23,21:21:08,16:34:17,BNFQ,Ooodi,OZC,economy,718.61,Meal,1689,cancelled,GateIT,D,ClaimSMI,10.53,1,MDC,TypeMZF,Pilot_UYTW,Crew_QHHE,No,Vegan,Available,False,False,True,0,True,Alaska Airlines
6422,1,7938,2023-02-18 15:43:49,2023-12-27 16:50:08,08:29:44,21:27:38,BBPE,Lnajo,EYE,business,934.72,Meal,0,cancelled,GateVL,A,ClaimHLZ,9.52,0,TMU,TypeGVK,Pilot_GLHJ,Crew_SHOF,No,Non-Vegetarian,Available,False,False,True,2,True,American Airlines
6423,19,3988,2023-09-06 12:49:09,2023-12-29 17:46:25,11:44:05,04:44:20,BWTF,Kahui,FPB,economy,971.09,Meal,0,confirmed,GateBQ,A,ClaimPRB,9.61,1,ZRY,TypeFKB,Pilot_TLMO,Crew_DJKM,Yes,Non-Vegetarian,Not Available,False,True,False,0,True,Singapore Airlines
6424,12,6156,2023-03-28 10:47:40,2023-06-22 03:36:01,04:11:17,02:00:23,BBEJ,Vzcaj,FME,economy,821.45,No Extras,0,confirmed,GateUC,A,ClaimBIS,3.8,2,VBH,TypeQRP,Pilot_HSFG,Crew_OJFE,Yes,No Meal,Not Available,True,True,True,0,True,Air Canada
6425,6,6512,2023-03-21 09:18:12,2023-04-15 18:26:51,04:57:32,08:46:13,BSAF,Fsdsg,TZY,first,818.8,No Extras,0,pending,GatePI,B,ClaimMWC,2.21,1,VID,TypeHAU,Pilot_BAUQ,Crew_PNUT,No,Vegetarian,Not Available,False,True,False,1,False,Alaska Airlines
6426,18,3350,2023-11-01 02:34:07,2023-06-27 01:15:02,14:04:14,05:38:43,BYPJ,Lyuve,XPP,business,207.01,No Extras,0,cancelled,GateHN,D,ClaimDYB,4.03,1,OVE,TypeXWP,Pilot_JTII,Crew_UTFK,Yes,No Meal,Available,True,False,False,1,True,Emirates
6427,13,4988,2023-09-12 03:21:14,2023-01-19 21:31:50,17:07:43,23:57:38,BHTX,Sstug,GTK,business,361.22,Extra Baggage,3982,cancelled,GateZB,C,ClaimMWG,3.67,0,XRF,TypeBYD,Pilot_XFHT,Crew_WPLU,No,Vegetarian,Available,False,True,False,0,True,British Airways
6428,7,3870,2023-03-16 02:22:45,2023-03-07 05:20:06,01:50:00,21:01:03,BUST,Nieri,COQ,business,773.47,No Extras,0,confirmed,GateXK,C,ClaimLRB,11.47,1,LYT,TypeMHI,Pilot_GJRC,Crew_DNBU,Yes,No Meal,Not Available,False,False,False,0,False,Spirit Airlines
6429,13,7487,2023-02-03 00:42:32,2023-03-18 10:43:12,19:32:30,20:48:40,BGOE,Evpit,CBN,business,85.4,Meal,4304,cancelled,GateSI,B,ClaimKGO,7.85,2,JHB,TypeFPA,Pilot_HPZD,Crew_SHXY,Yes,Non-Vegetarian,Available,False,False,False,0,True,British Airways
6430,8,3910,2023-07-03 00:57:50,2023-12-13 12:24:49,12:19:57,12:06:22,BDSS,Knctx,EXD,business,128.36,Meal,0,confirmed,GateKZ,A,ClaimAAT,5.9,0,MZD,TypeDPV,Pilot_ABCN,Crew_MWVU,No,Non-Vegetarian,Not Available,False,False,False,0,True,Frontier Airlines
6431,17,5613,2023-03-11 00:58:41,2023-09-09 12:35:19,19:36:20,22:01:20,BJVH,Gwkqr,LGY,economy,656.81,Meal,0,cancelled,GateUK,D,ClaimVWC,10.65,0,QJU,TypePQA,Pilot_NDJU,Crew_DSWM,No,Vegetarian,Available,True,False,False,0,False,Qantas
6432,9,3864,2023-02-17 01:14:33,2023-11-20 04:58:00,04:33:31,18:23:21,BTAT,Sqyin,KTU,business,462.59,Extra Baggage,0,pending,GateHV,B,ClaimOKH,11.64,1,ERW,TypeJIV,Pilot_OFPK,Crew_GZZO,Yes,Non-Vegetarian,Available,True,False,True,1,True,Hawaiian Airlines
6433,13,2017,2023-08-02 07:25:46,2023-05-12 01:09:42,17:52:44,08:29:17,BUXM,Ukods,YBB,economy,698.91,Meal,0,cancelled,GateJN,B,ClaimXCV,3.08,1,DKK,TypeCKF,Pilot_TLJY,Crew_YTKD,Yes,No Meal,Not Available,False,True,True,0,True,British Airways
6434,2,5690,2023-02-05 19:16:30,2023-04-26 17:58:52,11:37:40,02:43:13,BGBI,Ibhgr,JRQ,first,293.88,Extra Baggage,0,confirmed,GateIO,B,ClaimMEK,11.51,0,JQR,TypeDJO,Pilot_LGCA,Crew_DOGI,Yes,Vegetarian,Available,False,False,True,1,False,Delta Air Lines
6435,4,9373,2023-12-13 11:37:22,2023-03-06 08:06:24,11:36:48,02:04:12,BSIQ,Srokl,FKQ,business,127.01,No Extras,4709,cancelled,GateHG,D,ClaimWLC,3.66,0,VAW,TypeMMB,Pilot_VNLG,Crew_CPWZ,No,Vegetarian,Not Available,False,False,False,2,False,Southwest Airlines
6436,2,7759,2023-06-12 00:44:00,2023-05-21 19:00:30,18:13:56,15:29:09,BYWR,Cdurl,UOJ,business,837.93,Extra Baggage,0,confirmed,GateKZ,D,ClaimLLW,6.39,0,XLE,TypeBLT,Pilot_MIVP,Crew_XBOP,No,No Meal,Available,True,False,False,1,False,Delta Air Lines
6437,4,3451,2023-04-22 14:45:39,2023-09-09 20:50:22,16:30:49,18:15:23,BJWA,Plgld,DMA,business,793.53,Meal,2921,confirmed,GateES,B,ClaimMSI,11.79,0,OQT,TypeJCS,Pilot_AIOQ,Crew_IWGW,Yes,Non-Vegetarian,Not Available,True,False,False,0,True,Southwest Airlines
6438,18,2952,2023-01-11 19:36:17,2023-06-15 17:21:31,04:16:23,16:07:28,BKSW,Ppqti,OXE,first,489.46,No Extras,0,pending,GateEL,D,ClaimDOF,9.41,0,GBO,TypeFHC,Pilot_ABPR,Crew_TRDB,Yes,Non-Vegetarian,Available,False,True,True,0,False,Emirates
6439,5,5700,2023-01-05 12:18:13,2023-04-06 03:16:51,15:42:26,07:45:43,BSBE,Nerlv,FGH,economy,886.46,Extra Baggage,0,confirmed,GateQX,D,ClaimRQQ,6.16,0,FFU,TypeYBF,Pilot_HJZM,Crew_VWYY,Yes,Vegetarian,Not Available,True,False,True,1,True,JetBlue Airways
6440,19,9454,2023-09-13 23:18:38,2023-08-01 10:24:41,10:00:08,11:14:18,BCMY,Gbzrz,LOC,business,261.79,Extra Baggage,0,confirmed,GateGC,B,ClaimOGT,1.87,1,KQB,TypeHWI,Pilot_CCKO,Crew_OKCB,Yes,Non-Vegetarian,Not Available,True,True,True,1,True,Singapore Airlines
6441,10,7213,2023-03-06 00:57:32,2023-09-13 19:09:19,13:30:16,17:15:31,BGKQ,Cokjt,VIK,first,398.8,Meal,0,pending,GateJG,D,ClaimTYW,3.26,0,ALS,TypeUVE,Pilot_OHOO,Crew_PVLJ,No,No Meal,Not Available,True,True,True,2,False,Allegiant Air
6442,18,1660,2023-09-12 09:44:30,2023-12-21 18:59:57,03:11:49,16:53:17,BAVD,Usmpt,TLH,business,280.57,Meal,0,confirmed,GateFO,C,ClaimFFH,10.3,1,YJN,TypeOAN,Pilot_SWEI,Crew_KYDZ,Yes,Non-Vegetarian,Available,True,False,False,1,False,Emirates
6443,10,2315,2023-03-07 12:05:36,2023-10-01 09:11:40,13:01:55,07:12:22,BAIR,Wvrlo,NPC,business,132.27,Meal,3540,confirmed,GateJN,C,ClaimVQB,3.34,1,QXH,TypeXXI,Pilot_SDZI,Crew_CHOH,No,Non-Vegetarian,Available,True,True,True,1,False,Allegiant Air
6444,5,8381,2023-02-12 20:35:03,2023-07-09 18:51:28,09:06:06,07:33:45,BQSO,Wbmlo,ARM,economy,670.15,No Extras,0,pending,GateFO,D,ClaimQAI,11.5,1,PZQ,TypeEZP,Pilot_LHHJ,Crew_UTHG,No,Vegan,Not Available,True,True,True,0,False,JetBlue Airways
6445,17,3919,2023-08-12 10:55:21,2023-06-08 21:09:58,18:37:04,11:09:18,BJLP,Cqfkz,LEG,economy,611.97,No Extras,289,cancelled,GateOA,D,ClaimQKR,2.86,2,JOH,TypeKJZ,Pilot_NUJI,Crew_YXJZ,Yes,Vegan,Not Available,False,True,True,0,True,Qantas
6446,13,3072,2023-04-14 21:52:21,2023-03-19 10:21:25,09:30:21,22:50:54,BLAM,Tydjv,FID,business,472.35,No Extras,0,confirmed,GateFS,B,ClaimFYR,4.72,2,OPP,TypeUGO,Pilot_SRHB,Crew_TWLW,Yes,Non-Vegetarian,Available,False,True,True,2,False,British Airways
6447,17,6442,2023-01-20 09:50:00,2023-04-08 13:20:08,14:09:13,17:16:17,BDTV,Xusis,WDC,economy,866.98,Extra Baggage,0,pending,GateVE,D,ClaimPLW,7.56,1,VDY,TypeBGZ,Pilot_RXNT,Crew_RTKT,Yes,Non-Vegetarian,Not Available,False,True,True,2,False,Qantas
6448,9,3019,2023-08-18 18:49:35,2023-09-05 23:21:55,17:11:00,21:08:32,BLSO,Oimbh,FKE,first,518.98,Meal,0,pending,GateAP,C,ClaimFSC,6.08,1,ECD,TypeUPP,Pilot_JPGQ,Crew_HSVD,No,Vegetarian,Available,True,False,True,0,True,Hawaiian Airlines
6449,12,7625,2023-04-05 00:20:27,2023-04-08 08:22:43,20:27:00,13:10:58,BIVG,Lvied,ZKH,business,477.74,Extra Baggage,0,cancelled,GatePO,A,ClaimSMZ,8.84,1,GUO,TypeSJM,Pilot_UAVK,Crew_IWSG,Yes,Vegan,Not Available,False,False,False,0,True,Air Canada
6450,14,1815,2023-10-22 06:40:21,2023-11-04 11:25:01,07:58:12,04:38:59,BFIR,Mobad,ZNR,economy,697.4,No Extras,0,cancelled,GateUM,C,ClaimSBM,6.58,2,VVV,TypeASO,Pilot_XXSF,Crew_HPXK,Yes,No Meal,Available,True,True,True,0,True,Lufthansa
6451,14,5777,2023-07-01 20:02:01,2023-12-29 10:15:25,12:20:00,14:11:14,BHUR,Xjyab,TXA,first,85.87,Meal,0,pending,GateDP,A,ClaimHNZ,5.74,2,QKK,TypePOO,Pilot_JCGB,Crew_SNMJ,Yes,Non-Vegetarian,Available,True,False,False,2,True,Lufthansa
6452,8,5734,2023-10-12 14:04:06,2023-01-14 14:53:07,19:56:16,01:12:07,BMGL,Lpcxi,JSG,economy,314.69,Meal,949,cancelled,GateOO,B,ClaimOUY,10.38,1,LBK,TypeBHO,Pilot_RYEU,Crew_CXUA,Yes,Vegetarian,Not Available,False,False,False,2,False,Frontier Airlines
6453,5,4629,2023-12-19 06:28:52,2023-12-06 04:33:38,20:22:33,00:55:38,BEPH,Ctphs,MPR,economy,841.99,No Extras,0,confirmed,GateZS,C,ClaimLUI,9.74,0,BMQ,TypeZXX,Pilot_NBFO,Crew_QXTD,No,No Meal,Available,True,True,True,2,True,JetBlue Airways
6454,19,3753,2023-10-08 16:05:33,2023-01-12 08:43:34,22:34:08,00:13:15,BZVG,Kfnal,WFG,business,173.35,No Extras,3271,pending,GateHC,B,ClaimQQH,8.05,0,MZS,TypeXTE,Pilot_LVIN,Crew_BJHP,No,Vegan,Not Available,False,False,False,1,True,Singapore Airlines
6455,14,7505,2023-05-24 03:51:51,2023-11-22 01:36:44,04:26:04,22:48:29,BABI,Wuopd,XVP,economy,828.06,Meal,0,cancelled,GateID,C,ClaimIIZ,5.13,1,HAF,TypeNFP,Pilot_JKWN,Crew_KDCS,No,Non-Vegetarian,Available,False,True,False,1,False,Lufthansa
6456,9,5685,2023-03-21 17:35:03,2023-07-16 10:04:04,07:42:22,21:37:51,BOGG,Xhwqz,FKG,first,652.87,Meal,0,confirmed,GateYT,A,ClaimAFV,11.57,2,WUG,TypeEWH,Pilot_QFVD,Crew_GJKB,Yes,No Meal,Available,False,True,False,2,True,Hawaiian Airlines
6457,7,1201,2023-12-07 23:44:25,2023-10-01 15:44:40,15:56:07,15:43:23,BTMD,Vcxzc,RCZ,business,811.13,Extra Baggage,183,cancelled,GateDE,B,ClaimBJZ,2.35,1,QAB,TypePGM,Pilot_EPVE,Crew_OMCP,No,Non-Vegetarian,Available,True,True,False,0,False,Spirit Airlines
6458,8,2004,2023-12-12 01:31:11,2023-01-28 01:58:12,17:44:27,11:36:13,BSJD,Oohuo,QXP,economy,124.16,No Extras,0,confirmed,GateDB,C,ClaimEWV,5.29,2,ASA,TypeJJT,Pilot_INZJ,Crew_VDHR,Yes,Vegetarian,Available,False,True,True,2,True,Frontier Airlines
6459,14,2312,2023-01-04 15:17:12,2023-08-30 15:36:08,16:02:19,22:10:07,BLZV,Uhsda,SSK,business,720.16,No Extras,0,cancelled,GateZP,D,ClaimHHP,9.08,0,QYY,TypeIKQ,Pilot_JSMH,Crew_VYGV,Yes,Vegan,Not Available,False,False,False,1,False,Lufthansa
6460,14,3025,2023-10-21 14:41:31,2023-07-13 17:56:05,09:29:55,13:22:09,BCZH,Ychqq,AVN,business,789.72,No Extras,0,confirmed,GateHK,D,ClaimOTE,4.89,1,XVI,TypeCYU,Pilot_UKQF,Crew_ZJJX,No,Non-Vegetarian,Available,True,True,True,2,False,Lufthansa
6461,11,4133,2023-04-10 03:05:03,2023-03-14 11:19:49,19:53:41,21:06:18,BQFM,Fkfwa,SKT,first,73.93,No Extras,3450,confirmed,GateGH,C,ClaimBRH,1.08,0,KPO,TypeFGM,Pilot_YRTF,Crew_TFCH,Yes,Vegetarian,Not Available,False,False,False,1,False,SkyWest Airlines
6462,14,5221,2023-04-26 15:18:45,2023-12-10 09:40:58,12:16:04,09:40:26,BRPK,Ctioh,QBQ,economy,741.05,No Extras,1994,pending,GateSU,C,ClaimZSY,1.08,2,QWE,TypeGJD,Pilot_OFYM,Crew_JTLI,Yes,Non-Vegetarian,Available,False,True,False,1,False,Lufthansa
6463,8,7192,2023-07-19 15:07:28,2023-03-07 05:17:50,04:49:57,07:09:56,BNAL,Tpjnw,FPI,economy,513.45,Extra Baggage,0,pending,GateDP,B,ClaimXDO,2.38,1,PHS,TypeQKC,Pilot_KAJB,Crew_YJVH,Yes,Non-Vegetarian,Not Available,True,False,False,2,True,Frontier Airlines
6464,3,4671,2023-07-15 01:52:08,2023-09-05 11:37:41,11:07:27,11:49:47,BTFG,Poizj,IWJ,business,62.26,Extra Baggage,0,cancelled,GateUX,B,ClaimDLR,2.21,1,BES,TypeAXI,Pilot_RUQX,Crew_LZBD,No,Vegan,Available,True,True,True,2,True,United Airlines
6465,18,5941,2023-01-20 11:13:06,2023-07-17 17:56:06,19:08:05,17:27:58,BKAC,Hleny,JFA,economy,664.63,Meal,1584,pending,GateMJ,C,ClaimQQR,6.65,0,GIT,TypeZWU,Pilot_OGIV,Crew_DEDC,No,Vegan,Not Available,False,False,True,1,False,Emirates
6466,3,2604,2023-03-29 22:25:28,2023-03-24 16:51:55,13:17:59,09:45:48,BVMF,Ucofs,CGU,economy,279.41,Meal,0,confirmed,GateNE,C,ClaimBKT,8.16,2,ZMM,TypeZFW,Pilot_FMEK,Crew_XWAN,Yes,No Meal,Not Available,False,False,False,0,True,United Airlines
6467,13,2902,2023-06-14 00:31:34,2023-09-07 16:01:07,03:22:37,08:34:32,BJVG,Rgcey,INO,first,966.79,Meal,0,confirmed,GateJY,B,ClaimLQN,9.23,1,AIW,TypeKRF,Pilot_MHKV,Crew_HLWH,No,Vegan,Not Available,False,False,True,0,True,British Airways
6468,12,5588,2023-02-13 08:14:53,2023-03-17 06:04:51,17:16:54,07:12:55,BKWZ,Potiv,WSJ,first,979.18,No Extras,2810,cancelled,GateNR,D,ClaimTGD,10.58,0,IXL,TypeBAQ,Pilot_FGIK,Crew_UTJS,No,Non-Vegetarian,Available,False,True,True,0,False,Air Canada
6469,15,9160,2023-09-07 10:07:07,2023-07-30 15:53:28,03:51:25,10:30:19,BOXK,Claxz,PAG,first,52.91,Meal,0,cancelled,GateUR,C,ClaimKBZ,4.41,2,IZA,TypeTYK,Pilot_NXTD,Crew_YKYA,No,Vegetarian,Available,False,True,False,2,False,Air France
6470,18,3349,2023-08-23 22:29:48,2023-07-19 00:15:58,01:56:58,21:04:51,BRZA,Tfbmt,KXO,economy,177.56,Extra Baggage,581,pending,GateKS,C,ClaimMYU,8.38,1,CHC,TypeDSJ,Pilot_DUAW,Crew_RQOU,Yes,Vegetarian,Available,False,False,True,1,True,Emirates
